user_id,anchor_news_id,news_id,rank,method,lambda
U24075,N436,N11289,4,hybrid_mmr,0.7
U24075,N436,N10657,5,hybrid_mmr,0.7
U24075,N436,N9846,6,hybrid_mmr,0.7
U24075,N436,N18868,7,hybrid_mmr,0.7
U54856,N26063,N7434,1,hybrid_mmr,0.7
U54856,N26063,N11289,2,hybrid_mmr,0.7
U54856,N26063,N1641,3,hybrid_mmr,0.7
U54856,N26063,N25556,4,hybrid_mmr,0.7
U54856,N26063,N19685,5,hybrid_mmr,0.7
U54856,N26063,N56458,6,hybrid_mmr,0.7
U54856,N26063,N1166,7,hybrid_mmr,0.7
U54856,N26063,N13347,8,hybrid_mmr,0.7
U54856,N26063,N45612,9,hybrid_mmr,0.7
U54856,N26063,N3380,10,hybrid_mmr,0.7
U33758,N47195,N13415,1,hybrid_mmr,0.7
U33758,N47195,N47413,2,hybrid_mmr,0.7
U33758,N47195,N8306,3,hybrid_mmr,0.7
U33758,N47195,N11332,4,hybrid_mmr,0.7
U33758,N47195,N3431,5,hybrid_mmr,0.7
U33758,N47195,N55806,6,hybrid_mmr,0.7
U33758,N47195,N55141,7,hybrid_mmr,0.7
U33758,N47195,N36599,8,hybrid_mmr,0.7
U33758,N47195,N8584,9,hybrid_mmr,0.7
U33758,N47195,N31518,10,hybrid_mmr,0.7
U79736,N436,N10657,1,hybrid_mmr,0.7
U79736,N436,N62247,2,hybrid_mmr,0.7
U79736,N436,N11289,3,hybrid_mmr,0.7
U79736,N436,N61428,4,hybrid_mmr,0.7
U79736,N436,N18868,5,hybrid_mmr,0.7
U79736,N436,N9846,6,hybrid_mmr,0.7
U79736,N436,N21843,7,hybrid_mmr,0.7
U4685,N17228,N31722,1,hybrid_mmr,0.7
U4685,N17228,N31289,2,hybrid_mmr,0.7
U4685,N17228,N48260,3,hybrid_mmr,0.7
U4685,N17228,N60304,4,hybrid_mmr,0.7
U4685,N17228,N63188,5,hybrid_mmr,0.7
U4685,N17228,N44442,6,hybrid_mmr,0.7
U4685,N17228,N26537,7,hybrid_mmr,0.7
U4685,N17228,N45612,8,hybrid_mmr,0.7
U4685,N17228,N20325,9,hybrid_mmr,0.7
U4685,N17228,N12769,10,hybrid_mmr,0.7
U10730,N436,N10657,1,hybrid_mmr,0.7
U10730,N436,N61428,2,hybrid_mmr,0.7
U10730,N436,N62247,3,hybrid_mmr,0.7
U10730,N436,N11289,4,hybrid_mmr,0.7
U10730,N436,N41541,5,hybrid_mmr,0.7
U10730,N436,N18868,6,hybrid_mmr,0.7
U10730,N436,N9846,7,hybrid_mmr,0.7
U10730,N436,N21843,8,hybrid_mmr,0.7
U72727,N31289,N59663,1,hybrid_mmr,0.7
U72727,N31289,N19685,2,hybrid_mmr,0.7
U72727,N31289,N21312,3,hybrid_mmr,0.7
U72727,N31289,N53687,4,hybrid_mmr,0.7
U72727,N31289,N12769,5,hybrid_mmr,0.7
U72727,N31289,N21216,6,hybrid_mmr,0.7
U72727,N31289,N13347,7,hybrid_mmr,0.7
U72727,N31289,N43208,8,hybrid_mmr,0.7
U72727,N31289,N45612,9,hybrid_mmr,0.7
U72727,N31289,N12330,10,hybrid_mmr,0.7
U78987,N52850,N46501,1,hybrid_mmr,0.7
U78987,N52850,N38236,2,hybrid_mmr,0.7
U78987,N52850,N47205,3,hybrid_mmr,0.7
U78987,N52850,N10541,4,hybrid_mmr,0.7
U78987,N52850,N62397,5,hybrid_mmr,0.7
U78987,N52850,N43085,6,hybrid_mmr,0.7
U78987,N52850,N40871,7,hybrid_mmr,0.7
U78987,N52850,N57029,8,hybrid_mmr,0.7
U78987,N52850,N11362,9,hybrid_mmr,0.7
U78987,N52850,N61665,10,hybrid_mmr,0.7
U78969,N52850,N33131,1,hybrid_mmr,0.7
U78969,N52850,N30168,2,hybrid_mmr,0.7
U78969,N52850,N9643,3,hybrid_mmr,0.7
U78969,N52850,N65042,4,hybrid_mmr,0.7
U78969,N52850,N57420,5,hybrid_mmr,0.7
U78969,N52850,N38019,6,hybrid_mmr,0.7
U78969,N52850,N4703,7,hybrid_mmr,0.7
U78969,N52850,N41713,8,hybrid_mmr,0.7
U78969,N52850,N54038,9,hybrid_mmr,0.7
U78969,N52850,N56208,10,hybrid_mmr,0.7
U19285,N48049,N163,1,hybrid_mmr,0.7
U19285,N48049,N35643,2,hybrid_mmr,0.7
U19285,N48049,N1951,3,hybrid_mmr,0.7
U19285,N48049,N59395,4,hybrid_mmr,0.7
U19285,N48049,N40379,5,hybrid_mmr,0.7
U19285,N48049,N25019,6,hybrid_mmr,0.7
U19285,N48049,N12219,7,hybrid_mmr,0.7
U19285,N48049,N51476,8,hybrid_mmr,0.7
U19285,N48049,N32690,9,hybrid_mmr,0.7
U19285,N48049,N25556,10,hybrid_mmr,0.7
U14949,N436,N10657,1,hybrid_mmr,0.7
U14949,N436,N61428,2,hybrid_mmr,0.7
U14949,N436,N52850,3,hybrid_mmr,0.7
U14949,N436,N18868,4,hybrid_mmr,0.7
U14949,N436,N11289,5,hybrid_mmr,0.7
U14949,N436,N9846,6,hybrid_mmr,0.7
U14949,N436,N62247,7,hybrid_mmr,0.7
U14949,N436,N21843,8,hybrid_mmr,0.7
U41621,N45612,N33297,1,hybrid_mmr,0.7
U41621,N45612,N26063,2,hybrid_mmr,0.7
U41621,N45612,N1793,3,hybrid_mmr,0.7
U41621,N45612,N19685,4,hybrid_mmr,0.7
U41621,N45612,N36230,5,hybrid_mmr,0.7
U41621,N45612,N11681,6,hybrid_mmr,0.7
U41621,N45612,N11049,7,hybrid_mmr,0.7
U41621,N45612,N45960,8,hybrid_mmr,0.7
U41621,N45612,N14914,9,hybrid_mmr,0.7
U41621,N45612,N48633,10,hybrid_mmr,0.7
U53073,N41541,N28668,1,hybrid_mmr,0.7
U53073,N41541,N7434,2,hybrid_mmr,0.7
U53073,N41541,N45363,3,hybrid_mmr,0.7
U53073,N41541,N27318,4,hybrid_mmr,0.7
U53073,N41541,N52506,5,hybrid_mmr,0.7
U53073,N41541,N17546,6,hybrid_mmr,0.7
U53073,N41541,N43374,7,hybrid_mmr,0.7
U53073,N41541,N41758,8,hybrid_mmr,0.7
U53073,N41541,N61051,9,hybrid_mmr,0.7
U53073,N41541,N58443,10,hybrid_mmr,0.7
U5559,N41541,N9839,1,hybrid_mmr,0.7
U5559,N41541,N1477,2,hybrid_mmr,0.7
U5559,N41541,N7434,3,hybrid_mmr,0.7
U5559,N41541,N51058,4,hybrid_mmr,0.7
U5559,N41541,N43374,5,hybrid_mmr,0.7
U5559,N41541,N13364,6,hybrid_mmr,0.7
U5559,N41541,N26305,7,hybrid_mmr,0.7
U5559,N41541,N28668,8,hybrid_mmr,0.7
U5559,N41541,N52506,9,hybrid_mmr,0.7
U5559,N41541,N58443,10,hybrid_mmr,0.7
U56125,N436,N21843,1,hybrid_mmr,0.7
U56125,N436,N11289,2,hybrid_mmr,0.7
U56125,N436,N61428,3,hybrid_mmr,0.7
U56125,N436,N62247,4,hybrid_mmr,0.7
U56125,N436,N10657,5,hybrid_mmr,0.7
U56125,N436,N9846,6,hybrid_mmr,0.7
U56125,N436,N18868,7,hybrid_mmr,0.7
U87988,N26305,N27318,1,hybrid_mmr,0.7
U87988,N26305,N61051,2,hybrid_mmr,0.7
U87988,N26305,N4745,3,hybrid_mmr,0.7
U87988,N26305,N1477,4,hybrid_mmr,0.7
U87988,N26305,N5812,5,hybrid_mmr,0.7
U87988,N26305,N34553,6,hybrid_mmr,0.7
U87988,N26305,N51058,7,hybrid_mmr,0.7
U87988,N26305,N13364,8,hybrid_mmr,0.7
U87988,N26305,N21444,9,hybrid_mmr,0.7
U87988,N26305,N27659,10,hybrid_mmr,0.7
U56800,N19685,N26063,1,hybrid_mmr,0.7
U56800,N19685,N27738,2,hybrid_mmr,0.7
U56800,N19685,N33486,3,hybrid_mmr,0.7
U4935,N52850,N32977,1,hybrid_mmr,0.7
U4935,N52850,N49708,2,hybrid_mmr,0.7
U4935,N52850,N34568,3,hybrid_mmr,0.7
U4935,N52850,N25929,4,hybrid_mmr,0.7
U4935,N52850,N38468,5,hybrid_mmr,0.7
U4935,N52850,N48617,6,hybrid_mmr,0.7
U4935,N52850,N61665,7,hybrid_mmr,0.7
U4935,N52850,N63559,8,hybrid_mmr,0.7
U4935,N52850,N21168,9,hybrid_mmr,0.7
U4935,N52850,N64258,10,hybrid_mmr,0.7
U31319,N436,N11289,1,hybrid_mmr,0.7
U31319,N436,N10657,2,hybrid_mmr,0.7
U31319,N436,N61428,3,hybrid_mmr,0.7
U31319,N436,N18868,4,hybrid_mmr,0.7
U31319,N436,N62247,5,hybrid_mmr,0.7
U31319,N436,N9846,6,hybrid_mmr,0.7
U31319,N436,N21843,7,hybrid_mmr,0.7
U47833,N436,N10657,1,hybrid_mmr,0.7
U47833,N436,N61428,2,hybrid_mmr,0.7
U47833,N436,N62247,3,hybrid_mmr,0.7
U47833,N436,N18868,4,hybrid_mmr,0.7
U47833,N436,N11289,5,hybrid_mmr,0.7
U47833,N436,N9846,6,hybrid_mmr,0.7
U47833,N436,N52850,7,hybrid_mmr,0.7
U47833,N436,N21843,8,hybrid_mmr,0.7
U63085,N436,N61428,1,hybrid_mmr,0.7
U63085,N436,N10657,2,hybrid_mmr,0.7
U63085,N436,N52850,3,hybrid_mmr,0.7
U63085,N436,N11289,4,hybrid_mmr,0.7
U63085,N436,N41541,5,hybrid_mmr,0.7
U63085,N436,N9846,6,hybrid_mmr,0.7
U63085,N436,N62247,7,hybrid_mmr,0.7
U63085,N436,N18868,8,hybrid_mmr,0.7
U63085,N436,N21843,9,hybrid_mmr,0.7
U13496,N45612,N19065,1,hybrid_mmr,0.7
U13496,N45612,N24116,2,hybrid_mmr,0.7
U13496,N45612,N5418,3,hybrid_mmr,0.7
U13496,N45612,N48633,4,hybrid_mmr,0.7
U13496,N45612,N31289,5,hybrid_mmr,0.7
U13496,N45612,N27437,6,hybrid_mmr,0.7
U13496,N45612,N11041,7,hybrid_mmr,0.7
U13496,N45612,N56899,8,hybrid_mmr,0.7
U13496,N45612,N13929,9,hybrid_mmr,0.7
U13496,N45612,N16221,10,hybrid_mmr,0.7
U39064,N52850,N43085,1,hybrid_mmr,0.7
U39064,N52850,N46501,2,hybrid_mmr,0.7
U39064,N52850,N47205,3,hybrid_mmr,0.7
U39064,N52850,N2645,4,hybrid_mmr,0.7
U39064,N52850,N22140,5,hybrid_mmr,0.7
U39064,N52850,N32977,6,hybrid_mmr,0.7
U39064,N52850,N25929,7,hybrid_mmr,0.7
U39064,N52850,N19839,8,hybrid_mmr,0.7
U39064,N52850,N10541,9,hybrid_mmr,0.7
U39064,N52850,N34568,10,hybrid_mmr,0.7
U56892,N56458,N26063,1,hybrid_mmr,0.7
U56892,N56458,N25556,2,hybrid_mmr,0.7
U56892,N56458,N22834,3,hybrid_mmr,0.7
U56892,N56458,N54253,4,hybrid_mmr,0.7
U56892,N56458,N1166,5,hybrid_mmr,0.7
U56892,N56458,N7434,6,hybrid_mmr,0.7
U56892,N56458,N19743,7,hybrid_mmr,0.7
U56892,N56458,N43374,8,hybrid_mmr,0.7
U56892,N56458,N11289,9,hybrid_mmr,0.7
U56892,N56458,N310,10,hybrid_mmr,0.7
U61798,N31289,N43208,1,hybrid_mmr,0.7
U61798,N31289,N21216,2,hybrid_mmr,0.7
U61798,N31289,N59663,3,hybrid_mmr,0.7
U61798,N31289,N53687,4,hybrid_mmr,0.7
U61798,N31289,N17228,5,hybrid_mmr,0.7
U61798,N31289,N13347,6,hybrid_mmr,0.7
U61798,N31289,N12330,7,hybrid_mmr,0.7
U21409,N41541,N1477,1,hybrid_mmr,0.7
U21409,N41541,N7434,2,hybrid_mmr,0.7
U21409,N41541,N27318,3,hybrid_mmr,0.7
U21409,N41541,N17546,4,hybrid_mmr,0.7
U21409,N41541,N9839,5,hybrid_mmr,0.7
U21409,N41541,N6831,6,hybrid_mmr,0.7
U21409,N41541,N41758,7,hybrid_mmr,0.7
U21409,N41541,N52506,8,hybrid_mmr,0.7
U21409,N41541,N58443,9,hybrid_mmr,0.7
U21409,N41541,N16361,10,hybrid_mmr,0.7
U35110,N27738,N26579,1,hybrid_mmr,0.7
U35110,N27738,N25195,2,hybrid_mmr,0.7
U35110,N27738,N40893,3,hybrid_mmr,0.7
U35110,N27738,N41786,4,hybrid_mmr,0.7
U35110,N27738,N53687,5,hybrid_mmr,0.7
U35110,N27738,N4766,6,hybrid_mmr,0.7
U35110,N27738,N57232,7,hybrid_mmr,0.7
U35110,N27738,N26063,8,hybrid_mmr,0.7
U35110,N27738,N63694,9,hybrid_mmr,0.7
U35110,N27738,N18174,10,hybrid_mmr,0.7
U40330,N33297,N52469,1,hybrid_mmr,0.7
U40330,N33297,N42703,2,hybrid_mmr,0.7
U40330,N33297,N19685,3,hybrid_mmr,0.7
U40330,N33297,N11362,4,hybrid_mmr,0.7
U40330,N33297,N59931,5,hybrid_mmr,0.7
U40330,N33297,N62397,6,hybrid_mmr,0.7
U40330,N33297,N22448,7,hybrid_mmr,0.7
U40330,N33297,N57218,8,hybrid_mmr,0.7
U40330,N33297,N47195,9,hybrid_mmr,0.7
U40330,N33297,N38019,10,hybrid_mmr,0.7
U73677,N17228,N54792,1,hybrid_mmr,0.7
U73677,N17228,N8163,2,hybrid_mmr,0.7
U73677,N17228,N22751,3,hybrid_mmr,0.7
U73677,N17228,N1683,4,hybrid_mmr,0.7
U73677,N17228,N56698,5,hybrid_mmr,0.7
U73677,N17228,N37844,6,hybrid_mmr,0.7
U73677,N17228,N33816,7,hybrid_mmr,0.7
U73677,N17228,N59213,8,hybrid_mmr,0.7
U73677,N17228,N60304,9,hybrid_mmr,0.7
U73677,N17228,N53033,10,hybrid_mmr,0.7
U46860,N26063,N33297,1,hybrid_mmr,0.7
U46860,N26063,N25556,2,hybrid_mmr,0.7
U46860,N26063,N19743,3,hybrid_mmr,0.7
U46860,N26063,N19685,4,hybrid_mmr,0.7
U46860,N26063,N47195,5,hybrid_mmr,0.7
U46860,N26063,N11681,6,hybrid_mmr,0.7
U46860,N26063,N7434,7,hybrid_mmr,0.7
U46860,N26063,N1166,8,hybrid_mmr,0.7
U46860,N26063,N30335,9,hybrid_mmr,0.7
U46860,N26063,N1484,10,hybrid_mmr,0.7
U86578,N26537,N13969,1,hybrid_mmr,0.7
U86578,N26537,N4887,2,hybrid_mmr,0.7
U86578,N26537,N57604,3,hybrid_mmr,0.7
U86578,N26537,N37538,4,hybrid_mmr,0.7
U86578,N26537,N39267,5,hybrid_mmr,0.7
U86578,N26537,N63260,6,hybrid_mmr,0.7
U86578,N26537,N55048,7,hybrid_mmr,0.7
U86578,N26537,N38492,8,hybrid_mmr,0.7
U86578,N26537,N62917,9,hybrid_mmr,0.7
U86578,N26537,N35979,10,hybrid_mmr,0.7
U38495,N30614,N20609,1,hybrid_mmr,0.7
U38495,N30614,N24017,2,hybrid_mmr,0.7
U38495,N30614,N48234,3,hybrid_mmr,0.7
U38495,N30614,N1267,4,hybrid_mmr,0.7
U38495,N30614,N56132,5,hybrid_mmr,0.7
U38495,N30614,N50407,6,hybrid_mmr,0.7
U38495,N30614,N33297,7,hybrid_mmr,0.7
U38495,N30614,N1477,8,hybrid_mmr,0.7
U38495,N30614,N26063,9,hybrid_mmr,0.7
U38495,N30614,N189,10,hybrid_mmr,0.7
U21738,N436,N61428,1,hybrid_mmr,0.7
U21738,N436,N10657,2,hybrid_mmr,0.7
U21738,N436,N9846,3,hybrid_mmr,0.7
U21738,N436,N18868,4,hybrid_mmr,0.7
U21738,N436,N62247,5,hybrid_mmr,0.7
U21738,N436,N11289,6,hybrid_mmr,0.7
U21738,N436,N32288,7,hybrid_mmr,0.7
U21738,N436,N21843,8,hybrid_mmr,0.7
U56047,N45612,N11049,1,hybrid_mmr,0.7
U56047,N45612,N48633,2,hybrid_mmr,0.7
U56047,N45612,N19065,3,hybrid_mmr,0.7
U56047,N45612,N5761,4,hybrid_mmr,0.7
U56047,N45612,N14914,5,hybrid_mmr,0.7
U56047,N45612,N36230,6,hybrid_mmr,0.7
U56047,N45612,N9902,7,hybrid_mmr,0.7
U56047,N45612,N2618,8,hybrid_mmr,0.7
U56047,N45612,N19685,9,hybrid_mmr,0.7
U56047,N45612,N44777,10,hybrid_mmr,0.7
U59807,N19685,N27738,1,hybrid_mmr,0.7
U59807,N19685,N26063,2,hybrid_mmr,0.7
U20452,N33297,N59931,1,hybrid_mmr,0.7
U20452,N33297,N52469,2,hybrid_mmr,0.7
U20452,N33297,N42703,3,hybrid_mmr,0.7
U20452,N33297,N27738,4,hybrid_mmr,0.7
U20452,N33297,N26063,5,hybrid_mmr,0.7
U20452,N33297,N11362,6,hybrid_mmr,0.7
U20452,N33297,N19685,7,hybrid_mmr,0.7
U20452,N33297,N47195,8,hybrid_mmr,0.7
U20452,N33297,N62397,9,hybrid_mmr,0.7
U20452,N33297,N57218,10,hybrid_mmr,0.7
U72355,N31289,N43208,1,hybrid_mmr,0.7
U72355,N31289,N21216,2,hybrid_mmr,0.7
U72355,N31289,N59663,3,hybrid_mmr,0.7
U72355,N31289,N53687,4,hybrid_mmr,0.7
U22177,N12769,N31289,1,hybrid_mmr,0.7
U22177,N12769,N37445,2,hybrid_mmr,0.7
U22177,N12769,N35713,3,hybrid_mmr,0.7
U22177,N12769,N25396,4,hybrid_mmr,0.7
U22177,N12769,N21312,5,hybrid_mmr,0.7
U22177,N12769,N22735,6,hybrid_mmr,0.7
U22177,N12769,N22434,7,hybrid_mmr,0.7
U22177,N12769,N53687,8,hybrid_mmr,0.7
U22177,N12769,N19685,9,hybrid_mmr,0.7
U22177,N12769,N60129,10,hybrid_mmr,0.7
U18815,N19536,N58151,1,hybrid_mmr,0.7
U18815,N19536,N35615,2,hybrid_mmr,0.7
U18815,N19536,N11516,3,hybrid_mmr,0.7
U18815,N19536,N22046,4,hybrid_mmr,0.7
U18815,N19536,N45045,5,hybrid_mmr,0.7
U18815,N19536,N12807,6,hybrid_mmr,0.7
U18815,N19536,N43827,7,hybrid_mmr,0.7
U18815,N19536,N45347,8,hybrid_mmr,0.7
U18815,N19536,N26607,9,hybrid_mmr,0.7
U18815,N19536,N39149,10,hybrid_mmr,0.7
U42253,N19685,N26063,1,hybrid_mmr,0.7
U42253,N19685,N27738,2,hybrid_mmr,0.7
U40922,N11681,N19685,1,hybrid_mmr,0.7
U40922,N11681,N12769,2,hybrid_mmr,0.7
U40922,N11681,N26063,3,hybrid_mmr,0.7
U40922,N11681,N2790,4,hybrid_mmr,0.7
U40922,N11681,N45612,5,hybrid_mmr,0.7
U40922,N11681,N13347,6,hybrid_mmr,0.7
U40922,N11681,N43033,7,hybrid_mmr,0.7
U40922,N11681,N27738,8,hybrid_mmr,0.7
U40922,N11681,N11185,9,hybrid_mmr,0.7
U40922,N12769,N11681,1,hybrid_mmr,0.7
U40922,N12769,N37445,2,hybrid_mmr,0.7
U40922,N12769,N19685,3,hybrid_mmr,0.7
U40922,N12769,N22735,4,hybrid_mmr,0.7
U40922,N12769,N35713,5,hybrid_mmr,0.7
U40922,N12769,N29119,6,hybrid_mmr,0.7
U40922,N12769,N40334,7,hybrid_mmr,0.7
U40922,N12769,N26063,8,hybrid_mmr,0.7
U40922,N12769,N499,9,hybrid_mmr,0.7
U40922,N12769,N25396,10,hybrid_mmr,0.7
U55024,N436,N18868,1,hybrid_mmr,0.7
U55024,N436,N10657,2,hybrid_mmr,0.7
U55024,N436,N26305,3,hybrid_mmr,0.7
U55024,N436,N9846,4,hybrid_mmr,0.7
U55024,N436,N62247,5,hybrid_mmr,0.7
U55024,N436,N61428,6,hybrid_mmr,0.7
U55024,N436,N26063,7,hybrid_mmr,0.7
U55024,N436,N52850,8,hybrid_mmr,0.7
U55024,N436,N11289,9,hybrid_mmr,0.7
U55024,N436,N56458,10,hybrid_mmr,0.7
U22914,N26063,N7434,1,hybrid_mmr,0.7
U22914,N26063,N19743,2,hybrid_mmr,0.7
U22914,N26063,N25556,3,hybrid_mmr,0.7
U22914,N26063,N19685,4,hybrid_mmr,0.7
U22914,N26063,N1641,5,hybrid_mmr,0.7
U22914,N26063,N11289,6,hybrid_mmr,0.7
U22914,N26063,N1670,7,hybrid_mmr,0.7
U22914,N26063,N1166,8,hybrid_mmr,0.7
U22914,N26063,N1484,9,hybrid_mmr,0.7
U22914,N26063,N31857,10,hybrid_mmr,0.7
U30380,N19685,N45612,1,hybrid_mmr,0.7
U30380,N19685,N12769,2,hybrid_mmr,0.7
U59170,N14507,N21444,1,hybrid_mmr,0.7
U59170,N14507,N1477,2,hybrid_mmr,0.7
U59170,N14507,N5239,3,hybrid_mmr,0.7
U59170,N14507,N26305,4,hybrid_mmr,0.7
U59170,N14507,N51058,5,hybrid_mmr,0.7
U59170,N14507,N28775,6,hybrid_mmr,0.7
U59170,N14507,N45612,7,hybrid_mmr,0.7
U59170,N14507,N34553,8,hybrid_mmr,0.7
U59170,N14507,N10210,9,hybrid_mmr,0.7
U59170,N14507,N58443,10,hybrid_mmr,0.7
U2945,N17228,N31289,1,hybrid_mmr,0.7
U2945,N17228,N20325,2,hybrid_mmr,0.7
U2945,N17228,N63188,3,hybrid_mmr,0.7
U2945,N17228,N31722,4,hybrid_mmr,0.7
U2945,N17228,N44442,5,hybrid_mmr,0.7
U2945,N17228,N18978,6,hybrid_mmr,0.7
U2945,N17228,N8711,7,hybrid_mmr,0.7
U2945,N17228,N48260,8,hybrid_mmr,0.7
U2945,N17228,N60304,9,hybrid_mmr,0.7
U2945,N17228,N26537,10,hybrid_mmr,0.7
U23209,N18978,N31722,1,hybrid_mmr,0.7
U23209,N18978,N54253,2,hybrid_mmr,0.7
U23209,N18978,N60498,3,hybrid_mmr,0.7
U23209,N18978,N13491,4,hybrid_mmr,0.7
U23209,N18978,N6951,5,hybrid_mmr,0.7
U23209,N18978,N36599,6,hybrid_mmr,0.7
U23209,N18978,N58133,7,hybrid_mmr,0.7
U23209,N18978,N3038,8,hybrid_mmr,0.7
U23209,N18978,N13017,9,hybrid_mmr,0.7
U23209,N18978,N31895,10,hybrid_mmr,0.7
U89971,N41541,N7434,1,hybrid_mmr,0.7
U89971,N41541,N27318,2,hybrid_mmr,0.7
U89971,N41541,N41758,3,hybrid_mmr,0.7
U89971,N41541,N17546,4,hybrid_mmr,0.7
U89971,N41541,N16361,5,hybrid_mmr,0.7
U89971,N41541,N61051,6,hybrid_mmr,0.7
U89971,N41541,N34553,7,hybrid_mmr,0.7
U89971,N41541,N52506,8,hybrid_mmr,0.7
U89971,N41541,N58443,9,hybrid_mmr,0.7
U89971,N41541,N60120,10,hybrid_mmr,0.7
U83499,N26063,N7434,1,hybrid_mmr,0.7
U83499,N26063,N11289,2,hybrid_mmr,0.7
U83499,N26063,N56458,3,hybrid_mmr,0.7
U83499,N26063,N25556,4,hybrid_mmr,0.7
U83499,N26063,N1641,5,hybrid_mmr,0.7
U83499,N26063,N1166,6,hybrid_mmr,0.7
U83499,N26063,N31857,7,hybrid_mmr,0.7
U83499,N26063,N33297,8,hybrid_mmr,0.7
U83499,N26063,N3380,9,hybrid_mmr,0.7
U83499,N26063,N13347,10,hybrid_mmr,0.7
U54040,N48049,N25019,1,hybrid_mmr,0.7
U54040,N48049,N51476,2,hybrid_mmr,0.7
U54040,N48049,N40379,3,hybrid_mmr,0.7
U54040,N48049,N23379,4,hybrid_mmr,0.7
U54040,N48049,N59395,5,hybrid_mmr,0.7
U54040,N48049,N26305,6,hybrid_mmr,0.7
U54040,N48049,N1951,7,hybrid_mmr,0.7
U54040,N48049,N29983,8,hybrid_mmr,0.7
U54040,N48049,N10099,9,hybrid_mmr,0.7
U54040,N48049,N61428,10,hybrid_mmr,0.7
U40189,N11681,N56132,1,hybrid_mmr,0.7
U40189,N11681,N2790,2,hybrid_mmr,0.7
U40189,N11681,N26063,3,hybrid_mmr,0.7
U40189,N11681,N45612,4,hybrid_mmr,0.7
U40189,N11681,N12769,5,hybrid_mmr,0.7
U40189,N11681,N19685,6,hybrid_mmr,0.7
U40189,N11681,N33297,7,hybrid_mmr,0.7
U40189,N11681,N3380,8,hybrid_mmr,0.7
U40189,N11681,N11185,9,hybrid_mmr,0.7
U40189,N11681,N8306,10,hybrid_mmr,0.7
U36224,N48049,N20750,1,hybrid_mmr,0.7
U36224,N48049,N51476,2,hybrid_mmr,0.7
U36224,N48049,N40379,3,hybrid_mmr,0.7
U36224,N48049,N1951,4,hybrid_mmr,0.7
U36224,N48049,N58282,5,hybrid_mmr,0.7
U36224,N48049,N3283,6,hybrid_mmr,0.7
U36224,N48049,N23379,7,hybrid_mmr,0.7
U36224,N48049,N29983,8,hybrid_mmr,0.7
U36224,N48049,N25019,9,hybrid_mmr,0.7
U36224,N48049,N27738,10,hybrid_mmr,0.7
